ko	description	Cytoplasmic	CytoplasmicMembrane	Extracellular	OuterMembrane	Periplasmic	Unknown	subcellular location	copy number	fraction of prokaryotes
K14062	ompN; outer membrane protein N	0	0	0	1	0	0	non-cytoplasmatic	1.146666667	0.05399568
K15540	ecpD; chaperone protein EcpD	0	0	0	0	0.996336996	0.003663004	non-cytoplasmatic	1.167741935	0.055795536
K11929	phoE; outer membrane pore protein E	0	0	0	1	0	0	non-cytoplasmatic	1.018518519	0.058315335
K01169	rna; ribonuclease I (enterobacter ribonuclease) [EC:3.1.27.6]	0	0	0	0	0.95890411	0.04109589	non-cytoplasmatic	1.012195122	0.059035277
K13735	yeeJ; adhesin/invasin	0.00265252	0	0.045092838	0.899204244	0	0.053050398	non-cytoplasmatic	1.726190476	0.060475162
K01728	pel; pectate lyase [EC:4.2.2.2]	0.005154639	0	0.824742268	0	0.152061856	0.018041237	non-cytoplasmatic	1.543352601	0.062275018
K06887	K06887; uncharacterized protein	0.090721649	0	0.855670103	0	0	0.053608247	non-cytoplasmatic	1.895953757	0.062275018
K00114	exaA; alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8]	0	0.01242236	0	0	0.965838509	0.02173913	non-cytoplasmatic	1.417142857	0.06299496
K12943	ygeR; lipoprotein YgeR	0	0	0	1	0	0	non-cytoplasmatic	1	0.063354932
K07803	zraP; zinc resistance-associated protein	0.004237288	0	0	0	0.822033898	0.173728814	non-cytoplasmatic	1.066666667	0.064794816
K07221	oprO_P; phosphate-selective porin OprO and OprP	0.007371007	0.004914005	0.007371007	0.847665848	0	0.132678133	non-cytoplasmatic	1.576923077	0.065514759
K01093	appA; 4-phytase / acid phosphatase [EC:3.1.3.26 3.1.3.2]	0	0	0	0	0.936241611	0.063758389	non-cytoplasmatic	1.071038251	0.06587473
K09474	phoN; acid phosphatase (class A) [EC:3.1.3.2]	0.003164557	0	0	0	0.930379747	0.066455696	non-cytoplasmatic	1.121052632	0.068394528
K07811	torA; trimethylamine-N-oxide reductase (cytochrome c) [EC:1.7.2.3]	0	0	0	0	0.928853755	0.071146245	non-cytoplasmatic	1.047120419	0.0687545
K09475	ompC; outer membrane pore protein C	0	0	0	1	0	0	non-cytoplasmatic	1.044334975	0.073074154
K10555	lsrB; AI-2 transport system substrate-binding protein	0	0	0	0	0.884353741	0.115646259	non-cytoplasmatic	1	0.073074154
K11930	torT; periplasmic protein TorT	0	0	0	0	0.887966805	0.112033195	non-cytoplasmatic	1.009803922	0.073434125
K01085	agp; glucose-1-phosphatase [EC:3.1.3.10]	0	0	0	0	0.956810631	0.043189369	non-cytoplasmatic	1.067961165	0.074154068
K04013	nrfB; cytochrome c-type protein NrfB	0.014285714	0	0	0	0.807142857	0.178571429	non-cytoplasmatic	1.009478673	0.075953924
K11934	ompX; outer membrane protein X	0	0	0	0.996688742	0	0.003311258	non-cytoplasmatic	1.004716981	0.076313895
K00376	nosZ; nitrous-oxide reductase [EC:1.7.2.4]	0	0	0	0	0.842271293	0.157728707	non-cytoplasmatic	1.050691244	0.078113751
K14588	cueO; blue copper oxidase	0	0	0	0	0.997093023	0.002906977	non-cytoplasmatic	1.00896861	0.080273578
K06079	"cutF, nlpE; copper homeostasis protein (lipoprotein)"	0	0	0	0.895209581	0	0.104790419	non-cytoplasmatic	1.004424779	0.081353492
K10013	"ABC.ARG.S, argT; lysine/arginine/ornithine transport system substrate-binding protein"	0	0	0	0	1	0	non-cytoplasmatic	1.685840708	0.081353492
K10546	"ABC.GGU.S, chvE; putative multiple sugar transport system substrate-binding protein"	0	0	0	0	0.927027027	0.072972973	non-cytoplasmatic	1.19650655	0.082433405
K01561	dehH; haloacetate dehalogenase [EC:3.8.1.3]	0.02393617	0.002659574	0.954787234	0	0	0.018617021	non-cytoplasmatic	1.145922747	0.08387329
K09476	ompF; outer membrane pore protein F	0	0	0	0.994974874	0	0.005025126	non-cytoplasmatic	1.205020921	0.086033117
K01407	ptr; protease III [EC:3.4.24.55]	0	0	0	0	0.81741573	0.18258427	non-cytoplasmatic	1	0.088912887
K12973	pagP; palmitoyl transferase [EC:2.3.1.-]	0	0	0	0.919191919	0	0.080808081	non-cytoplasmatic	1.068	0.089992801
K04753	sufI; suppressor of ftsI	0	0	0	0	0.865822785	0.134177215	non-cytoplasmatic	1	0.091072714
K01713	pheC; cyclohexadienyl dehydratase [EC:4.2.1.51 4.2.1.91]	0.00462963	0	0	0	0.94212963	0.053240741	non-cytoplasmatic	1.023622047	0.091432685
K06080	rcsF; RcsF protein	0	0.002739726	0	0.920547945	0	0.076712329	non-cytoplasmatic	1	0.092152628
K07812	torZ; trimethylamine-N-oxide reductase (cytochrome c) [EC:1.7.2.3]	0	0	0	0	0.945679012	0.054320988	non-cytoplasmatic	1.15625	0.092152628
K05775	malM; maltose operon periplasmic protein	0	0	0.002583979	0	0.956072351	0.041343669	non-cytoplasmatic	1.011627907	0.09287257
K07233	"pcoB, copB; copper resistance protein B"	0	0	0	0.930612245	0	0.069387755	non-cytoplasmatic	1.287356322	0.093952484
K02507	hofQ; protein transport protein HofQ	0	0	0	0.98961039	0	0.01038961	non-cytoplasmatic	1.015267176	0.094312455
K15584	nikA; nickel transport system substrate-binding protein	0	0	0	0	0.948849105	0.051150895	non-cytoplasmatic	1.061068702	0.094312455
K10537	araF; L-arabinose transport system substrate-binding protein	0	0.002118644	0	0	0.980932203	0.016949153	non-cytoplasmatic	1.116104869	0.096112311
K11604	sitA; manganese/iron transport system substrate-binding protein	0	0	0	0	0.992788462	0.007211538	non-cytoplasmatic	1.037453184	0.096112311
K05517	tsx; nucleoside-specific channel-forming protein	0	0	0	1	0	0	non-cytoplasmatic	1.077205882	0.097912167
K03805	dsbG; thiol:disulfide interchange protein DsbG	0	0.002267574	0	0	0.907029478	0.090702948	non-cytoplasmatic	1.148550725	0.099352052
K10108	malE; maltose/maltodextrin transport system substrate-binding protein	0.002188184	0	0	0	0.973741794	0.024070022	non-cytoplasmatic	1.073684211	0.102591793
K15125	fhaB; filamentous hemagglutinin	0	0.005440696	0.028291621	0.897714908	0	0.068552775	non-cytoplasmatic	2.031578947	0.102591793
K13889	gsiB; glutathione transport system substrate-binding protein	0	0	0	0	0.997762864	0.002237136	non-cytoplasmatic	1.076388889	0.103671706
K10036	glnH; glutamine transport system substrate-binding protein	0	0	0	0	0.995584989	0.004415011	non-cytoplasmatic	1.031034483	0.104391649
K14645	K14645; serine protease [EC:3.4.21.-]	0.010398614	0.051993068	0.871750433	0	0	0.065857886	non-cytoplasmatic	1.347079038	0.10475162
K06078	lpp; murein lipoprotein	0	0	0	0.951680672	0.00210084	0.046218487	non-cytoplasmatic	1.163265306	0.105831533
K10014	hisJ; histidine transport system substrate-binding protein	0	0	0	0	0.998211091	0.001788909	non-cytoplasmatic	1.16	0.107991361
K09997	artI; arginine transport system substrate-binding protein	0	0	0	0	0.989082969	0.010917031	non-cytoplasmatic	1.03630363	0.109071274
K07267	oprB; porin	0	0.029904306	0.001196172	0.848086124	0	0.120813397	non-cytoplasmatic	1.878289474	0.109431246
K06006	cpxP; periplasmic protein CpxP	0.061176471	0	0	0	0.901176471	0.037647059	non-cytoplasmatic	1.009803922	0.110151188
K10039	ABC.GLN1.S; putative glutamine transport system substrate-binding protein	0	0	0	0.548752834	0.258503401	0.192743764	non-cytoplasmatic	1.091503268	0.110151188
K08351	bisC; biotin/methionine sulfoxide reductase [EC:1.-.-.-]	0	0	0	0	0.884086444	0.115913556	non-cytoplasmatic	1.117460317	0.113390929
K17315	"gtsA, glcE; glucose/mannose transport system substrate-binding protein"	0	0.001703578	0	0	0.925042589	0.073253833	non-cytoplasmatic	1.27672956	0.114470842
K02024	lamB; maltoporin	0	0	0	0.986613119	0	0.013386881	non-cytoplasmatic	1.48125	0.115190785
K04772	"degQ, hhoA; serine protease DegQ [EC:3.4.21.-]"	0.001615509	0.001615509	0	0	0.907915994	0.088852989	non-cytoplasmatic	1.003125	0.115190785
K07274	"mipA, ompV; MipA family protein"	0	0.006960557	0	0.902552204	0	0.090487239	non-cytoplasmatic	1.298461538	0.116990641
K08276	eco; ecotin	0	0	0	0.002020202	0.981818182	0.016161616	non-cytoplasmatic	1.002985075	0.120590353
K01051	E3.1.1.11; pectinesterase [EC:3.1.1.11]	0.003731343	0	0.526119403	0.451492537	0.001865672	0.016791045	non-cytoplasmatic	1.169642857	0.120950324
K10540	mglB; methyl-galactoside transport system substrate-binding protein	0	0	0	0	0.935919056	0.064080944	non-cytoplasmatic	1.241176471	0.122390209
K07345	fimA; major type 1 subunit fimbrin (pilin)	0	0.001276324	0.897255903	0	0.00319081	0.098276962	non-cytoplasmatic	2.758017493	0.123470122
K03219	"yscC, sctC; type III secretion protein C"	0	0	0	0.985507246	0	0.014492754	non-cytoplasmatic	1.352272727	0.126709863
K15725	"czcC; outer membrane protein, cobalt-zinc-cadmium efflux system"	0.006544503	0	0	0.82591623	0	0.167539267	non-cytoplasmatic	1.569405099	0.127069834
K16091	fecA; Fe(3+) dicitrate transport protein	0	0	0	0.992937853	0	0.007062147	non-cytoplasmatic	1.432960894	0.12886969
K07285	slp; outer membrane lipoprotein	0.009389671	0.004694836	0	0.896713615	0	0.089201878	non-cytoplasmatic	1.296398892	0.129949604
K04065	osmY; hyperosmotically inducible periplasmic protein	0.01512605	0	0	0	0.894117647	0.090756303	non-cytoplasmatic	1.020779221	0.138588913
K03933	cpbD; chitin-binding protein	0.017653167	0	0.875389408	0.001038422	0.004153686	0.101765317	non-cytoplasmatic	1.700258398	0.139308855
K12543	"lapE; outer membrane protein, adhesin transport system"	0.016272189	0.00147929	0	0.837278107	0	0.144970414	non-cytoplasmatic	1.231552163	0.141468683
K01150	endA; deoxyribonuclease I [EC:3.1.21.1]	0	0	0.395461912	0	0.435980551	0.168557536	non-cytoplasmatic	1.088607595	0.142188625
K16090	fiu; catecholate siderophore receptor	0	0	0	0.998787879	0.001212121	0	non-cytoplasmatic	1.432160804	0.143268539
K07261	mepA; penicillin-insensitive murein endopeptidase [EC:3.4.24.-]	0.021452145	0	0	0	0.889438944	0.089108911	non-cytoplasmatic	1.028985507	0.149028078
K16088	"TC.FEV.OM1, fhuE, fpvA, fptA; outer-membrane receptor for ferric coprogen and ferric-rhodotorulic acid"	0	0	0	1	0	0	non-cytoplasmatic	1.819477435	0.151547876
K02568	napB; cytochrome c-type protein NapB	0	0	0	0	0.959935897	0.040064103	non-cytoplasmatic	1.076566125	0.155147588
K07795	tctC; putative tricarboxylic transport membrane protein	0.001432665	0	0	0	0.868194842	0.130372493	non-cytoplasmatic	1.146453089	0.157307415
K10001	"gltI, aatJ; glutamate/aspartate transport system substrate-binding protein"	0	0	0	0	0.945558739	0.054441261	non-cytoplasmatic	1.585421412	0.158027358
K10543	xylF; D-xylose transport system substrate-binding protein	0	0	0	0	0.853316327	0.146683673	non-cytoplasmatic	1.237668161	0.160547156
K02567	napA; periplasmic nitrate reductase NapA [EC:1.7.99.4]	0	0.00619195	0	0	0.953560372	0.040247678	non-cytoplasmatic	1.068888889	0.161987041
K02656	pilF; type IV pilus assembly protein PilF	0.007496252	0.00149925	0	0.802098951	0	0.188905547	non-cytoplasmatic	1.002173913	0.165586753
K09969	"aapJ, bztA; general L-amino acid transport system substrate-binding protein"	0	0	0	0	0.958083832	0.041916168	non-cytoplasmatic	1.305194805	0.166306695
K16301	efeB; deferrochelatase/peroxidase EfeB [EC:1.11.1.-]	0	0	0	0	0.908839779	0.091160221	non-cytoplasmatic	1.069114471	0.166666667
K07347	"fimD, fimC, mrkC, htrE, cssD; outer membrane usher protein"	0	0.000374953	0.004124484	0.988376453	0	0.007124109	non-cytoplasmatic	3.823275862	0.167026638
K01114	plcC; phospholipase C [EC:3.1.4.3]	0.015283843	0	0.824599709	0	0.027656477	0.132459971	non-cytoplasmatic	1.936440678	0.169906407
K11903	"K11903, hcp; type VI secretion system secreted protein Hcp"	0.005226481	0	0.931475029	0.00058072	0	0.06271777	non-cytoplasmatic	2.267932489	0.17062635
K03670	mdoG; periplasmic glucans biosynthesis protein	0	0	0	0	0.849689441	0.150310559	non-cytoplasmatic	1.214876033	0.174226062
K01113	phoD; alkaline phosphatase D [EC:3.1.3.1]	0.04321608	0.004020101	0.833165829	0	0.006030151	0.113567839	non-cytoplasmatic	1.50617284	0.174946004
K18139	"oprM, emhC, ttgC, cusC, adeK, smeF, mtrE, cmeC, gesC; outer membrane protein, multidrug efflux system"	0	0	0	0.923943662	0.009389671	0.066666667	non-cytoplasmatic	1.355864811	0.181065515
K01058	pldA; phospholipase A1 [EC:3.1.1.32 3.1.1.4]	0	0	0	0.981586402	0	0.018413598	non-cytoplasmatic	1.029296875	0.184305256
K07262	pbpG; D-alanyl-D-alanine endopeptidase (penicillin-binding protein 7) [EC:3.4.21.-]	0	0.002249719	0	0	0.910011249	0.087739033	non-cytoplasmatic	1.120622568	0.185025198
K02064	"thiB, tbpA; thiamine transport system substrate-binding protein"	0.001285347	0.001285347	0	0	0.933161954	0.064267352	non-cytoplasmatic	1.012844037	0.196184305
K11073	potF; putrescine transport system substrate-binding protein	0	0	0	0	0.953723789	0.046276211	non-cytoplasmatic	1.618444846	0.199064075
K16089	"TC.FEV.OM2, cirA, cfrA, hmuR; outer membrane receptor for ferrienterochelin and colicins"	0	0	0	0.995305164	0	0.004694836	non-cytoplasmatic	2.031914894	0.203023758
K02666	pilQ; type IV pilus assembly protein PilQ	0.002506266	0	0	0.957393484	0	0.040100251	non-cytoplasmatic	1.029462738	0.207703384
K12368	dppA; dipeptide transport system substrate-binding protein	0	0.000805802	0	0	0.968573731	0.030620467	non-cytoplasmatic	1.928692699	0.212023038
K03772	fkpA; FKBP-type peptidyl-prolyl cis-trans isomerase FkpA [EC:5.2.1.8]	0.058763931	0.001013171	0	0.11550152	0.7852077	0.039513678	non-cytoplasmatic	1.180602007	0.215262779
K03098	APOD; apolipoprotein D and lipocalin family protein	0	0	0	0.873406967	0	0.126593033	non-cytoplasmatic	1.279146141	0.219222462
K16087	"TC.FEV.OM3, tbpA, hemR, lbpA, hpuB, bhuR, hugA, hmbR; hemoglobin/transferrin/lactoferrin receptor protein"	0	0	0	0.987485779	0	0.012514221	non-cytoplasmatic	1.884858044	0.228221742
K15770	"cycB, ganO; arabinogalactan oligomer / maltooligosaccharide transport system substrate-binding protein"	0.004625347	0.032377428	0.002775208	0	0.82146161	0.138760407	non-cytoplasmatic	1.178470255	0.254139669
K06194	nlpD; lipoprotein NlpD	0	0	0	0.930521092	0.00165426	0.067824648	non-cytoplasmatic	1.127298444	0.25449964
K06186	"bamE, smpA; outer membrane protein assembly factor BamE"	0.001943635	0	0	0.900874636	0.001943635	0.095238095	non-cytoplasmatic	1.002808989	0.256299496
K02391	flgF; flagellar basal-body rod protein FlgF	0.001692047	0	0.001692047	0	0.865482234	0.131133672	non-cytoplasmatic	1.162692847	0.256659467
K16092	btuB; vitamin B12 transporter	0	0	0	0.995515695	0	0.004484305	non-cytoplasmatic	1.069348128	0.259539237
K05813	ugpB; sn-glycerol 3-phosphate transport system substrate-binding protein	0	0.005267118	0	0	0.92400301	0.070729872	non-cytoplasmatic	1.272099448	0.26061915
K03673	dsbA; thiol:disulfide interchange protein DsbA	0.004065041	0	0	0	0.901761518	0.094173442	non-cytoplasmatic	1.407713499	0.261339093
K07275	ompW; outer membrane protein	0	0.005980066	0.001993355	0.879734219	0	0.112292359	non-cytoplasmatic	1.324832215	0.268178546
K00428	E1.11.1.5; cytochrome c peroxidase [EC:1.11.1.5]	0	0	0	0	0.845593108	0.154406892	non-cytoplasmatic	1.438082557	0.270338373
K02453	gspD; general secretion pathway protein D	0	0.001421464	0	0.935323383	0	0.063255153	non-cytoplasmatic	1.303413401	0.284737221
K06076	fadL; long-chain fatty acid transport protein	0.000666667	0.007333333	0.008666667	0.888666667	0.001333333	0.093333333	non-cytoplasmatic	1.342892768	0.288696904
K03286	"TC.OOP; OmpA-OmpF porin, OOP family"	0.00373599	0.025529265	0	0.890410959	0	0.080323786	non-cytoplasmatic	1.301796407	0.300575954
K02424	fliY; cystine transport system substrate-binding protein	0.000694444	0.010416667	0	0	0.963194444	0.025694444	non-cytoplasmatic	1.173444976	0.300935925
K01077	"E3.1.3.1, phoA, phoB; alkaline phosphatase [EC:3.1.3.1]"	0.005225343	0.009797518	0.003919007	0	0.891574135	0.089483997	non-cytoplasmatic	1.284023669	0.304175666
K07278	tamA; translocation and assembly module TamA	0.001603849	0.000801925	0	0.947072975	0.000801925	0.049719326	non-cytoplasmatic	1.018561485	0.310295176
K02048	"cysP, sbp; sulfate transport system substrate-binding protein"	0	0	0	0	0.986329114	0.013670886	non-cytoplasmatic	1.552036199	0.318214543
K04754	"mlaA, vacJ; phospholipid-binding lipoprotein MlaA"	0	0.001954397	0	0.917263844	0	0.080781759	non-cytoplasmatic	1.188129899	0.321454284
K02393	flgH; flagellar L-ring protein precursor FlgH	0.002021563	0.001347709	0	0.905660377	0.000673854	0.090296496	non-cytoplasmatic	1.136266094	0.335493161
K02394	flgI; flagellar P-ring protein precursor FlgI	0.000675219	0	0	0	0.927751519	0.071573261	non-cytoplasmatic	1.120126449	0.341612671
K12340	tolC; outer membrane protein	0.00059988	0.00059988	0.00059988	0.971805639	0	0.026394721	non-cytoplasmatic	1.176530612	0.352771778
K02407	fliD; flagellar hook-associated protein 2	0.001128668	0	0.938487585	0.001128668	0.025395034	0.033860045	non-cytoplasmatic	1.132042254	0.408927286
K04744	"lptD, imp, ostA; LPS-assembly protein"	0.001852996	0.003088326	0.001852996	0.956145769	0.000617665	0.036442248	non-cytoplasmatic	1.011333915	0.412886969
K02014	TC.FEV.OM; iron complex outermembrane recepter protein	0.000727207	0.001636215	0.001727116	0.959730934	0.000636306	0.035542223	non-cytoplasmatic	6.584415584	0.415766739
K02397	flgL; flagellar hook-associated protein 3 FlgL	0.00698174	0.002148228	0.772824919	0.024704619	0.037593985	0.155746509	non-cytoplasmatic	1.09450727	0.445644348
K02406	fliC; flagellin	0.000298954	0.000298954	0.678026906	0.000896861	0.154559043	0.165919283	non-cytoplasmatic	1.991185897	0.44924406
K02392	flgG; flagellar basal-body rod protein FlgG	0	0.000402576	0.729066023	0	0.188405797	0.082125604	non-cytoplasmatic	1.461477363	0.453203744
K02396	flgK; flagellar hook-associated protein 1 FlgK	0.004106776	0	0.90349076	0.047741273	0	0.044661191	non-cytoplasmatic	1.133070866	0.457163427
K03640	pal; peptidoglycan-associated lipoprotein	0.001621622	0	0	0.957297297	0	0.041081081	non-cytoplasmatic	1.063529412	0.458963283
K02390	flgE; flagellar hook protein FlgE	0.000469263	0.000469263	0.986391366	0	0.004692633	0.007977475	non-cytoplasmatic	1.232758621	0.459323254
K02388	flgC; flagellar basal-body rod protein FlgC	0	0	0.002547122	0	0.87468161	0.122771268	non-cytoplasmatic	1.12421875	0.460763139
K03641	tolB; TolB protein	0.007088332	0.009269357	0.001090513	0.001090513	0.818974918	0.162486369	non-cytoplasmatic	1.026275116	0.465802736
K15580	"oppA, mppA; oligopeptide transport system substrate-binding protein"	0.000531915	0	0	0.017553191	0.819680851	0.162234043	non-cytoplasmatic	1.997794118	0.489560835
K00681	ggt; gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]	0	0.002905288	0	0	0.809413132	0.18768158	non-cytoplasmatic	1.754486719	0.501439885
K07277	"SAM50, TOB55, bamA; outer membrane protein insertion porin family"	0.000438404	0.000438404	0	0.978956598	0	0.020166594	non-cytoplasmatic	1.069592476	0.574154068
K04564	"SOD2; superoxide dismutase, Fe-Mn family [EC:1.15.1.1]"	0.001468788	0	0	0	0.804161567	0.194369645	non-cytoplasmatic	1.315674256	0.822174226
K01409	"KAE1, tsaD, QRI7; N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]"	0.000552029	0.001104057	0.98730334	0	0	0.011040574	non-cytoplasmatic	1.026119403	0.964722822
K00296	E1.5.1.19; D-nopaline dehydrogenase [EC:1.5.1.19]	1	0	0	0	0	0	cytoplasmatic	1	0.000359971
K00515	"BCMO1, BCDO1; beta-carotene 15,15'-monooxygenase [EC:1.14.99.36]"	1	0	0	0	0	0	cytoplasmatic	1	0.000359971
K00542	GAMT; guanidinoacetate N-methyltransferase [EC:2.1.1.2]	1	0	0	0	0	0	cytoplasmatic	1	0.000359971
K00559	"E2.1.1.41, SMT1, ERG6; sterol 24-C-methyltransferase [EC:2.1.1.41]"	1	0	0	0	0	0	cytoplasmatic	1	0.000359971
K00654	SPT; serine palmitoyltransferase [EC:2.3.1.50]	1	0	0	0	0	0	cytoplasmatic	1	0.000359971
K00814	"GPT, ALT; alanine transaminase [EC:2.6.1.2]"	1	0	0	0	0	0	cytoplasmatic	1	0.000359971
K00829	E2.6.1.46; diaminobutyrate-pyruvate transaminase [EC:2.6.1.46]	1	0	0	0	0	0	cytoplasmatic	1	0.000359971
K00893	DCK; deoxycitidine kinase [EC:2.7.1.74]	1	0	0	0	0	0	cytoplasmatic	1	0.000359971
K00961	E2.7.7.7; DNA polymerase [EC:2.7.7.7]	1	0	0	0	0	0	cytoplasmatic	1	0.000359971
K01015	SULT2B1; alcohol sulfotransferase [EC:2.8.2.2]	1	0	0	0	0	0	cytoplasmatic	1	0.000359971
K01021	TPST; protein-tyrosine sulfotransferase [EC:2.8.2.20]	1	0	0	0	0	0	cytoplasmatic	1	0.000359971
K01097	NANP; N-acylneuraminate-9-phosphatase [EC:3.1.3.29]	1	0	0	0	0	0	cytoplasmatic	1	0.000359971
K01121	"CNP; 2',3'-cyclic-nucleotide 3'-phosphodiesterase [EC:3.1.4.37]"	1	0	0	0	0	0	cytoplasmatic	1	0.000359971
K01132	GALNS; N-acetylgalactosamine-6-sulfatase [EC:3.1.6.4]	1	0	0	0	0	0	cytoplasmatic	2	0.000359971
K01136	IDS; iduronate 2-sulfatase [EC:3.1.6.13]	1	0	0	0	0	0	cytoplasmatic	9	0.000359971
K01152	isftu1; isfu1 transposase	0.935185185	0	0	0	0	0.064814815	cytoplasmatic	18	0.000359971
K01280	TPP2; tripeptidyl-peptidase II [EC:3.4.14.10]	1	0	0	0	0	0	cytoplasmatic	1	0.000359971
K01343	PLAT; tissue plasminogen activator [EC:3.4.21.68]	1	0	0	0	0	0	cytoplasmatic	1	0.000359971
K01450	def; formylmethionine deformylase [EC:3.5.1.31]	1	0	0	0	0	0	cytoplasmatic	1	0.000359971
K01519	ITPA; inosine triphosphate pyrophosphatase [EC:3.6.1.19]	1	0	0	0	0	0	cytoplasmatic	1	0.000359971
K01587	PAICS; phosphoribosylaminoimidazole carboxylase / phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:4.1.1.21 6.3.2.6]	1	0	0	0	0	0	cytoplasmatic	1	0.000359971
K01592	E4.1.1.25; tyrosine decarboxylase [EC:4.1.1.25]	1	0	0	0	0	0	cytoplasmatic	1	0.000359971
K01850	E5.4.99.5; chorismate mutase [EC:5.4.99.5]	1	0	0	0	0	0	cytoplasmatic	1	0.000359971
K02295	CRY; cryptochrome	1	0	0	0	0	0	cytoplasmatic	1	0.000359971
K03331	DCXR; L-xylulose reductase [EC:1.1.1.10]	1	0	0	0	0	0	cytoplasmatic	1	0.000359971
K03941	NDUFS8; NADH dehydrogenase (ubiquinone) Fe-S protein 8 [EC:1.6.5.3 1.6.99.3]	1	0	0	0	0	0	cytoplasmatic	1	0.000359971
